date,machine_name,machine_age_days,days_since_malfunction,daily_operating_hours,malfunction_component,failed_in_next_7_days
2025-03-12,Mixer 10,1398,35,22.62,Cooling System,0
2025-03-13,Mixer 10,1399,36,14.29,Cooling System,0
2025-03-14,Mixer 10,1400,37,19.32,Cooling System,0
2025-03-15,Mixer 10,1401,38,13.31,Cooling System,0
2025-03-16,Mixer 10,1402,39,20.97,Cooling System,0
2025-03-17,Mixer 10,1403,40,16.96,Cooling System,0
2025-03-18,Mixer 10,1404,41,11.27,Cooling System,0
2025-03-19,Mixer 10,1405,42,16.54,Cooling System,0
2025-03-20,Mixer 10,1406,43,18.41,Cooling System,0
2025-03-21,Mixer 10,1407,44,15.43,Cooling System,0
2025-03-22,Mixer 10,1408,45,22.77,Cooling System,0
2025-03-23,Mixer 10,1409,46,15.91,Cooling System,0
2025-03-24,Mixer 10,1410,47,15.28,Cooling System,0
2025-03-25,Mixer 10,1411,48,10.91,Cooling System,0
2025-03-26,Mixer 10,1412,49,21.73,Cooling System,0
2025-03-27,Mixer 10,1413,50,18.82,Cooling System,0
2025-03-28,Mixer 10,1414,51,22.28,Cooling System,0
2025-03-29,Mixer 10,1415,52,19.04,Cooling System,0
2025-03-30,Mixer 10,1416,53,23.81,Cooling System,1
2025-03-31,Mixer 10,1417,54,20.71,Cooling System,1
2025-04-01,Mixer 10,1418,55,20.21,Cooling System,1
2025-04-02,Mixer 10,1419,56,18.3,Cooling System,1
2025-04-03,Mixer 10,1420,57,10.44,Cooling System,1
2025-04-04,Mixer 10,1421,58,15.69,Cooling System,1
2025-04-05,Mixer 10,1422,59,14.89,Cooling System,1
2025-04-06,Mixer 10,1423,60,18.21,Cooling System,0
2025-04-07,Mixer 10,1424,0,16.47,Pneumatic Valve,0
2025-04-08,Mixer 10,1425,1,20.16,Pneumatic Valve,0
2025-04-09,Mixer 10,1426,2,15.22,Pneumatic Valve,0
2025-04-10,Mixer 10,1427,3,16.69,Pneumatic Valve,0
2025-04-11,Mixer 10,1428,4,24.0,Pneumatic Valve,0
2025-04-12,Mixer 10,1429,5,22.26,Pneumatic Valve,0
2025-04-13,Mixer 10,1430,6,20.76,Pneumatic Valve,0
2025-04-14,Mixer 10,1431,7,20.68,Pneumatic Valve,0
2025-04-15,Mixer 10,1432,8,16.84,Pneumatic Valve,0
2025-04-16,Mixer 10,1433,9,22.22,Pneumatic Valve,0
2025-04-17,Mixer 10,1434,10,14.31,Pneumatic Valve,0
2025-04-18,Mixer 10,1435,11,14.04,Pneumatic Valve,0
2025-04-19,Mixer 10,1436,12,16.37,Pneumatic Valve,0
2025-04-20,Mixer 10,1437,13,16.34,Pneumatic Valve,0
2025-04-21,Mixer 10,1438,14,19.67,Pneumatic Valve,0
2025-04-22,Mixer 10,1439,15,18.91,Pneumatic Valve,0
2025-04-23,Mixer 10,1440,16,9.52,Pneumatic Valve,0
2025-04-24,Mixer 10,1441,17,14.62,Pneumatic Valve,0
2025-04-25,Mixer 10,1442,18,20.84,Pneumatic Valve,0
2025-04-26,Mixer 10,1443,19,11.51,Pneumatic Valve,0
2025-04-27,Mixer 10,1444,20,23.78,Pneumatic Valve,0
2025-04-28,Mixer 10,1445,21,18.25,Pneumatic Valve,0
2025-04-29,Mixer 10,1446,22,19.82,Pneumatic Valve,0
2025-04-30,Mixer 10,1447,23,18.59,Pneumatic Valve,0
2025-05-01,Mixer 10,1448,24,14.96,Pneumatic Valve,0
2025-05-02,Mixer 10,1449,25,14.99,Pneumatic Valve,0
2025-05-03,Mixer 10,1450,26,13.57,Pneumatic Valve,0
2025-05-04,Mixer 10,1451,27,18.15,Pneumatic Valve,0
2025-05-05,Mixer 10,1452,28,20.4,Pneumatic Valve,0
2025-05-06,Mixer 10,1453,29,18.83,Pneumatic Valve,0
2025-05-07,Mixer 10,1454,30,23.86,Pneumatic Valve,0
2025-05-08,Mixer 10,1455,31,15.08,Pneumatic Valve,0
2025-05-09,Mixer 10,1456,32,16.1,Pneumatic Valve,0
2025-05-10,Mixer 10,1457,33,20.67,Pneumatic Valve,0
2025-05-11,Mixer 10,1458,34,23.28,Pneumatic Valve,0
2025-05-12,Mixer 10,1459,35,11.64,Pneumatic Valve,0
2025-05-13,Mixer 10,1460,36,11.62,Pneumatic Valve,0
2025-05-14,Mixer 10,1461,37,20.22,Pneumatic Valve,0
2025-05-15,Mixer 10,1462,38,19.11,Pneumatic Valve,0
2025-05-16,Mixer 10,1463,39,16.15,Pneumatic Valve,0
2025-05-17,Mixer 10,1464,40,7.81,Pneumatic Valve,0
2025-05-18,Mixer 10,1465,41,15.78,Pneumatic Valve,1
2025-05-19,Mixer 10,1466,42,13.63,Pneumatic Valve,1
2025-05-20,Mixer 10,1467,43,19.17,Pneumatic Valve,1
2025-05-21,Mixer 10,1468,44,12.19,Pneumatic Valve,1
2025-05-22,Mixer 10,1469,45,20.47,Pneumatic Valve,1
2025-05-23,Mixer 10,1470,46,22.22,Pneumatic Valve,1
2025-05-24,Mixer 10,1471,47,10.16,Pneumatic Valve,1
2025-05-25,Mixer 10,1472,48,15.89,Pneumatic Valve,0
2025-05-26,Mixer 10,1473,0,15.72,Motor,0
2025-05-27,Mixer 10,1474,1,18.52,Motor,0
2025-05-28,Mixer 10,1475,2,16.66,Motor,0
2025-05-29,Mixer 10,1476,3,12.92,Motor,0
2025-05-30,Mixer 10,1477,4,24.0,Motor,0
2025-05-31,Mixer 10,1478,5,16.76,Motor,0
2025-06-01,Mixer 10,1479,6,13.97,Motor,0
2025-06-02,Mixer 10,1480,7,12.58,Motor,0
2025-06-03,Mixer 10,1481,8,19.84,Motor,0
2025-06-04,Mixer 10,1482,9,24.0,Motor,0
2025-06-05,Mixer 10,1483,10,24.0,Motor,0
2025-06-06,Mixer 10,1484,11,17.56,Motor,0
2025-06-07,Mixer 10,1485,12,16.76,Motor,0
2025-06-08,Mixer 10,1486,13,18.33,Motor,0
2025-06-09,Mixer 10,1487,14,18.24,Motor,0
2025-06-10,Mixer 10,1488,15,10.74,Motor,0
2025-06-11,Mixer 10,1489,16,16.29,Motor,0
2025-06-12,Mixer 10,1490,17,19.25,Motor,0
2025-06-13,Mixer 10,1491,18,20.05,Motor,0
2025-06-14,Mixer 10,1492,19,20.36,Motor,0
2025-06-15,Mixer 10,1493,20,18.18,Motor,0
2025-06-16,Mixer 10,1494,21,13.81,Motor,0
2025-06-17,Mixer 10,1495,22,17.46,Motor,0
2025-06-18,Mixer 10,1496,23,23.02,Motor,0
2025-06-19,Mixer 10,1497,24,19.54,Motor,0
2025-06-20,Mixer 10,1498,25,16.92,Motor,0
2025-06-21,Mixer 10,1499,26,24.0,Motor,0
2025-06-22,Mixer 10,1500,27,18.39,Motor,0
2025-06-23,Mixer 10,1501,28,17.4,Motor,0
2025-06-24,Mixer 10,1502,29,20.72,Motor,0
2025-06-25,Mixer 10,1503,30,13.46,Motor,0
2025-06-26,Mixer 10,1504,31,16.76,Motor,0
2025-06-27,Mixer 10,1505,32,17.49,Motor,0
2025-06-28,Mixer 10,1506,33,11.7,Motor,0
2025-06-29,Mixer 10,1507,34,18.75,Motor,0
2025-06-30,Mixer 10,1508,35,20.03,Motor,0
2025-07-01,Mixer 10,1509,36,15.92,Motor,0
2025-07-02,Mixer 10,1510,37,20.93,Motor,0
2025-07-03,Mixer 10,1511,38,22.31,Motor,0
2025-07-04,Mixer 10,1512,39,22.86,Motor,0
2025-07-05,Mixer 10,1513,40,13.92,Motor,0
2025-07-06,Mixer 10,1514,41,18.6,Motor,0
2025-07-07,Mixer 10,1515,42,24.0,Motor,0
2025-07-08,Mixer 10,1516,43,20.47,Motor,0
2025-07-09,Mixer 10,1517,44,18.59,Motor,0
2025-07-10,Mixer 10,1518,45,21.99,Motor,0
2025-07-11,Mixer 10,1519,46,18.91,Motor,0
2025-07-12,Mixer 10,1520,47,13.81,Motor,0
2025-07-13,Mixer 10,1521,48,22.07,Motor,0
2025-07-14,Mixer 10,1522,49,18.46,Motor,0
2025-07-15,Mixer 10,1523,50,24.0,Motor,0
2025-07-16,Mixer 10,1524,51,13.83,Motor,0
2025-07-17,Mixer 10,1525,52,18.53,Motor,0
2025-07-18,Mixer 10,1526,53,24.0,Motor,0
2025-07-19,Mixer 10,1527,54,19.0,Motor,0
2025-07-20,Mixer 10,1528,55,5.15,Motor,0
2025-07-21,Mixer 10,1529,56,21.18,Motor,0
2025-07-22,Mixer 10,1530,57,22.47,Motor,0
2025-07-23,Mixer 10,1531,58,18.29,Motor,0
2025-07-24,Mixer 10,1532,59,14.86,Motor,1
2025-07-25,Mixer 10,1533,60,21.72,Motor,1
2025-07-26,Mixer 10,1534,61,17.55,Motor,1
2025-07-27,Mixer 10,1535,62,10.54,Motor,1
2025-07-28,Mixer 10,1536,63,23.25,Motor,1
2025-07-29,Mixer 10,1537,64,24.0,Motor,1
2025-07-30,Mixer 10,1538,65,15.75,Motor,1
2025-07-31,Mixer 10,1539,66,18.12,Motor,0
2025-08-01,Mixer 10,1540,0,24.0,Pneumatic Valve,0
2025-08-02,Mixer 10,1541,1,18.21,Pneumatic Valve,0
2025-08-03,Mixer 10,1542,2,22.29,Pneumatic Valve,0
2025-08-04,Mixer 10,1543,3,16.38,Pneumatic Valve,0
2025-08-05,Mixer 10,1544,4,12.6,Pneumatic Valve,0
2025-08-06,Mixer 10,1545,5,19.15,Pneumatic Valve,0
2025-08-07,Mixer 10,1546,6,17.95,Pneumatic Valve,0
2025-08-08,Mixer 10,1547,7,13.5,Pneumatic Valve,0
2025-08-09,Mixer 10,1548,8,17.42,Pneumatic Valve,0
2025-08-10,Mixer 10,1549,9,16.2,Pneumatic Valve,0
2025-08-11,Mixer 10,1550,10,21.2,Pneumatic Valve,0
2025-08-12,Mixer 10,1551,11,21.93,Pneumatic Valve,0
2025-08-13,Mixer 10,1552,12,24.0,Pneumatic Valve,0
2025-08-14,Mixer 10,1553,13,24.0,Pneumatic Valve,0
2025-08-15,Mixer 10,1554,14,15.6,Pneumatic Valve,0
2025-08-16,Mixer 10,1555,15,19.77,Pneumatic Valve,0
2025-08-17,Mixer 10,1556,16,20.81,Pneumatic Valve,0
2025-08-18,Mixer 10,1557,17,18.22,Pneumatic Valve,0
2025-08-19,Mixer 10,1558,18,17.39,Pneumatic Valve,0
2025-08-20,Mixer 10,1559,19,16.6,Pneumatic Valve,0
2025-08-21,Mixer 10,1560,20,6.4,Pneumatic Valve,0
2025-08-22,Mixer 10,1561,21,20.76,Pneumatic Valve,0
2025-08-23,Mixer 10,1562,22,22.45,Pneumatic Valve,0
2025-08-24,Mixer 10,1563,23,16.52,Pneumatic Valve,0
2025-08-25,Mixer 10,1564,24,22.44,Pneumatic Valve,0
2025-08-26,Mixer 10,1565,25,10.72,Pneumatic Valve,0
2025-08-27,Mixer 10,1566,26,17.18,Pneumatic Valve,0
2025-08-28,Mixer 10,1567,27,13.8,Pneumatic Valve,0
2025-08-29,Mixer 10,1568,28,17.46,Pneumatic Valve,1
2025-08-30,Mixer 10,1569,29,20.19,Pneumatic Valve,1
2025-08-31,Mixer 10,1570,30,18.9,Pneumatic Valve,1
2025-09-01,Mixer 10,1571,31,11.64,Pneumatic Valve,1
2025-09-02,Mixer 10,1572,32,24.0,Pneumatic Valve,1
2025-09-03,Mixer 10,1573,33,20.94,Pneumatic Valve,1
2025-09-04,Mixer 10,1574,34,19.17,Pneumatic Valve,1
2025-09-05,Mixer 10,1575,35,22.49,Pneumatic Valve,0
2025-09-06,Mixer 10,1576,0,17.91,Electrical Relay,0
2025-09-07,Mixer 10,1577,1,21.86,Electrical Relay,0
2025-09-08,Mixer 10,1578,2,19.0,Electrical Relay,1
2025-09-09,Mixer 10,1579,3,14.18,Electrical Relay,1
2025-09-10,Mixer 10,1580,4,21.86,Electrical Relay,1
2025-09-11,Mixer 10,1581,5,21.16,Electrical Relay,1
2025-09-12,Mixer 10,1582,6,19.79,Electrical Relay,1
2025-09-13,Mixer 10,1583,7,19.72,Electrical Relay,1
2025-09-14,Mixer 10,1584,8,18.53,Electrical Relay,1
2025-09-15,Mixer 10,1585,9,20.24,Electrical Relay,0
2025-09-16,Mixer 10,1586,0,21.67,Cooling System,0
2025-09-17,Mixer 10,1587,1,15.79,Cooling System,0
2025-09-18,Mixer 10,1588,2,8.68,Cooling System,0
2025-09-19,Mixer 10,1589,3,17.68,Cooling System,0
2025-09-20,Mixer 10,1590,4,11.81,Cooling System,0
2025-09-21,Mixer 10,1591,5,12.1,Cooling System,0
2025-09-22,Mixer 10,1592,6,16.09,Cooling System,0
2025-09-23,Mixer 10,1593,7,24.0,Cooling System,0
2025-09-24,Mixer 10,1594,8,22.87,Cooling System,0
2025-09-25,Mixer 10,1595,9,15.22,Cooling System,0
2025-09-26,Mixer 10,1596,10,15.17,Cooling System,0
2025-09-27,Mixer 10,1597,11,21.44,Cooling System,0
2025-09-28,Mixer 10,1598,12,11.64,Cooling System,0
2025-09-29,Mixer 10,1599,13,17.38,Cooling System,0
2025-09-30,Mixer 10,1600,14,16.79,Cooling System,0
2025-10-01,Mixer 10,1601,15,10.42,Cooling System,0
2025-10-02,Mixer 10,1602,16,12.83,Cooling System,0
2025-10-03,Mixer 10,1603,17,24.0,Cooling System,0
2025-10-04,Mixer 10,1604,18,19.34,Cooling System,0
2025-10-05,Mixer 10,1605,19,19.35,Cooling System,0
2025-10-06,Mixer 10,1606,20,21.93,Cooling System,0
2025-10-07,Mixer 10,1607,21,18.84,Cooling System,0
2025-10-08,Mixer 10,1608,22,17.03,Cooling System,0
2025-10-09,Mixer 10,1609,23,14.56,Cooling System,0
2025-10-10,Mixer 10,1610,24,22.71,Cooling System,0
2025-10-11,Mixer 10,1611,25,19.36,Cooling System,0
2025-10-12,Mixer 10,1612,26,20.07,Cooling System,0
2025-10-13,Mixer 10,1613,27,14.64,Cooling System,0
2025-10-14,Mixer 10,1614,28,22.95,Cooling System,0
2025-10-15,Mixer 10,1615,29,18.54,Cooling System,0
2025-10-16,Mixer 10,1616,30,19.37,Cooling System,0
2025-10-17,Mixer 10,1617,31,16.48,Cooling System,0
2025-10-18,Mixer 10,1618,32,17.74,Cooling System,0
2025-10-19,Mixer 10,1619,33,14.62,Cooling System,1
2025-10-20,Mixer 10,1620,34,18.93,Cooling System,1
2025-10-21,Mixer 10,1621,35,21.93,Cooling System,1
2025-10-22,Mixer 10,1622,36,18.55,Cooling System,1
2025-10-23,Mixer 10,1623,37,18.86,Cooling System,1
2025-10-24,Mixer 10,1624,38,19.41,Cooling System,1
2025-10-25,Mixer 10,1625,39,19.45,Cooling System,1
2025-10-26,Mixer 10,1626,40,21.64,Cooling System,1
2025-10-27,Mixer 10,1627,0,11.56,Motor,0
2025-10-28,Mixer 10,1628,0,19.54,Cooling System,0
2025-10-29,Mixer 10,1629,1,24.0,Cooling System,0
2025-10-30,Mixer 10,1630,2,19.53,Cooling System,0
2025-10-31,Mixer 10,1631,3,21.16,Cooling System,0
2025-11-01,Mixer 10,1632,4,19.87,Cooling System,0
2025-11-02,Mixer 10,1633,5,20.62,Cooling System,0
2025-11-03,Mixer 10,1634,6,14.72,Cooling System,0
2025-11-04,Mixer 10,1635,7,16.61,Cooling System,0
2025-11-05,Mixer 10,1636,8,15.15,Cooling System,0
2025-11-06,Mixer 10,1637,9,21.62,Cooling System,0
2025-11-07,Mixer 10,1638,10,16.09,Cooling System,0
2025-11-08,Mixer 10,1639,11,20.29,Cooling System,0
2025-11-09,Mixer 10,1640,12,22.67,Cooling System,0
2025-11-10,Mixer 10,1641,13,18.55,Cooling System,0
2025-11-11,Mixer 10,1642,14,17.3,Cooling System,0
2025-11-12,Mixer 10,1643,15,20.24,Cooling System,0
2025-11-13,Mixer 10,1644,16,23.72,Cooling System,0
2025-11-14,Mixer 10,1645,17,20.06,Cooling System,0
2025-11-15,Mixer 10,1646,18,15.09,Cooling System,0
2025-11-16,Mixer 10,1647,19,18.58,Cooling System,0
2025-11-17,Mixer 10,1648,20,20.25,Cooling System,0
2025-11-18,Mixer 10,1649,21,15.13,Cooling System,0
2025-11-19,Mixer 10,1650,22,20.54,Cooling System,0
2025-11-20,Mixer 10,1651,23,23.86,Cooling System,0
2025-11-21,Mixer 10,1652,24,17.68,Cooling System,0
2025-11-22,Mixer 10,1653,25,16.28,Cooling System,0
2025-11-23,Mixer 10,1654,26,19.69,Cooling System,0
2025-11-24,Mixer 10,1655,27,16.89,Cooling System,0
2025-11-25,Mixer 10,1656,28,13.49,Cooling System,0
2025-11-26,Mixer 10,1657,29,20.33,Cooling System,0
2025-11-27,Mixer 10,1658,30,18.92,Cooling System,0
2025-11-28,Mixer 10,1659,31,18.12,Cooling System,0
2025-11-29,Mixer 10,1660,32,15.92,Cooling System,0
2025-11-30,Mixer 10,1661,33,15.3,Cooling System,0
2025-12-01,Mixer 10,1662,34,17.47,Cooling System,0
2025-12-02,Mixer 10,1663,35,13.94,Cooling System,1
2025-12-03,Mixer 10,1664,36,14.72,Cooling System,1
2025-12-04,Mixer 10,1665,37,24.0,Cooling System,1
2025-12-05,Mixer 10,1666,38,19.13,Cooling System,1
2025-12-06,Mixer 10,1667,39,21.09,Cooling System,1
2025-12-07,Mixer 10,1668,40,24.0,Cooling System,1
2025-12-08,Mixer 10,1669,41,16.65,Cooling System,1
2025-12-09,Mixer 10,1670,42,16.79,Cooling System,0
2025-12-10,Mixer 10,1671,0,18.83,Blade,0
2025-12-11,Mixer 10,1672,1,8.16,Blade,0
2025-12-12,Mixer 10,1673,2,16.24,Blade,0
2025-12-13,Mixer 10,1674,3,22.6,Blade,0
2025-12-14,Mixer 10,1675,4,11.36,Blade,0
2025-12-15,Mixer 10,1676,5,16.45,Blade,0
2025-12-16,Mixer 10,1677,6,11.24,Blade,0
2025-12-17,Mixer 10,1678,7,11.58,Blade,0
2025-12-18,Mixer 10,1679,8,14.36,Blade,0
2025-12-19,Mixer 10,1680,9,19.44,Blade,0
2025-12-20,Mixer 10,1681,10,13.84,Blade,1
2025-12-21,Mixer 10,1682,11,24.0,Blade,1
2025-12-22,Mixer 10,1683,12,20.06,Blade,1
2025-12-23,Mixer 10,1684,13,18.47,Blade,1
2025-12-24,Mixer 10,1685,14,13.09,Blade,1
2025-12-25,Mixer 10,1686,15,11.9,Blade,1
2025-12-26,Mixer 10,1687,16,17.33,Blade,1
2025-12-27,Mixer 10,1688,17,24.0,Blade,1
2025-12-28,Mixer 10,1689,0,18.4,Motor,1
2025-12-29,Mixer 10,1690,1,21.22,Motor,1
2025-12-30,Mixer 10,1691,2,18.45,Motor,0
2023-01-01,Mixer 11,433,39,19.86,Motor,0
2023-01-02,Mixer 11,434,40,23.87,Motor,0
2023-01-03,Mixer 11,435,41,16.53,Motor,0
2023-01-04,Mixer 11,436,42,23.6,Motor,0
2023-01-05,Mixer 11,437,43,22.58,Motor,0
2023-01-06,Mixer 11,438,44,15.29,Motor,0
2023-01-07,Mixer 11,439,45,11.83,Motor,0
2023-01-08,Mixer 11,440,46,16.35,Motor,0
2023-01-09,Mixer 11,441,47,18.11,Motor,0
2023-01-10,Mixer 11,442,48,18.02,Motor,0
2023-01-11,Mixer 11,443,49,22.09,Motor,0
2023-01-12,Mixer 11,444,50,18.75,Motor,0
2023-01-13,Mixer 11,445,51,8.36,Motor,0
2023-01-14,Mixer 11,446,52,19.71,Motor,0
2023-01-15,Mixer 11,447,53,24.0,Motor,0
2023-01-16,Mixer 11,448,54,18.38,Motor,0
2023-01-17,Mixer 11,449,55,21.65,Motor,0
2023-01-18,Mixer 11,450,56,16.0,Motor,0
2023-01-19,Mixer 11,451,57,19.82,Motor,0
2023-01-20,Mixer 11,452,58,21.88,Motor,0
2023-01-21,Mixer 11,453,59,6.98,Motor,0
2023-01-22,Mixer 11,454,60,17.51,Motor,0
2023-01-23,Mixer 11,455,61,24.0,Motor,0
2023-01-24,Mixer 11,456,62,20.65,Motor,0
2023-01-25,Mixer 11,457,63,21.98,Motor,0
2023-01-26,Mixer 11,458,64,20.28,Motor,0
2023-01-27,Mixer 11,459,65,20.11,Motor,0
2023-01-28,Mixer 11,460,66,14.41,Motor,0
2023-01-29,Mixer 11,461,67,23.75,Motor,0
2023-01-30,Mixer 11,462,68,23.6,Motor,0
2023-01-31,Mixer 11,463,69,16.81,Motor,0
2023-02-01,Mixer 11,464,70,22.06,Motor,0
2023-02-02,Mixer 11,465,71,15.45,Motor,1
2023-02-03,Mixer 11,466,72,21.27,Motor,1
2023-02-04,Mixer 11,467,73,18.65,Motor,1
2023-02-05,Mixer 11,468,74,11.25,Motor,1
2023-02-06,Mixer 11,469,75,16.17,Motor,1
2023-02-07,Mixer 11,470,76,13.33,Motor,1
2023-02-08,Mixer 11,471,77,20.67,Motor,1
2023-02-09,Mixer 11,472,78,22.99,Motor,0
2023-02-10,Mixer 11,473,0,8.09,Sensor,0
2023-02-11,Mixer 11,474,1,24.0,Sensor,0
2023-02-12,Mixer 11,475,2,17.4,Sensor,0
2023-02-13,Mixer 11,476,3,24.0,Sensor,0
2023-02-14,Mixer 11,477,4,15.99,Sensor,0
2023-02-15,Mixer 11,478,5,13.28,Sensor,0
2023-02-16,Mixer 11,479,6,16.0,Sensor,0
2023-02-17,Mixer 11,480,7,22.03,Sensor,0
2023-02-18,Mixer 11,481,8,13.82,Sensor,0
2023-02-19,Mixer 11,482,9,20.74,Sensor,0
2023-02-20,Mixer 11,483,10,12.96,Sensor,0
2023-02-21,Mixer 11,484,11,15.57,Sensor,0
2023-02-22,Mixer 11,485,12,15.63,Sensor,0
2023-02-23,Mixer 11,486,13,21.61,Sensor,0
2023-02-24,Mixer 11,487,14,23.35,Sensor,0
2023-02-25,Mixer 11,488,15,16.78,Sensor,0
2023-02-26,Mixer 11,489,16,13.25,Sensor,0
2023-02-27,Mixer 11,490,17,16.16,Sensor,0
2023-02-28,Mixer 11,491,18,16.46,Sensor,0
2023-03-01,Mixer 11,492,19,16.04,Sensor,0
2023-03-02,Mixer 11,493,20,17.54,Sensor,0
2023-03-03,Mixer 11,494,21,14.86,Sensor,0
2023-03-04,Mixer 11,495,22,13.44,Sensor,0
2023-03-05,Mixer 11,496,23,11.11,Sensor,0
2023-03-06,Mixer 11,497,24,21.42,Sensor,0
2023-03-07,Mixer 11,498,25,18.75,Sensor,0
2023-03-08,Mixer 11,499,26,20.35,Sensor,0
2023-03-09,Mixer 11,500,27,19.78,Sensor,0
2023-03-10,Mixer 11,501,28,17.8,Sensor,0
2023-03-11,Mixer 11,502,29,17.53,Sensor,0
2023-03-12,Mixer 11,503,30,24.0,Sensor,0
2023-03-13,Mixer 11,504,31,16.09,Sensor,0
2023-03-14,Mixer 11,505,32,18.19,Sensor,0
2023-03-15,Mixer 11,506,33,16.42,Sensor,0
2023-03-16,Mixer 11,507,34,14.27,Sensor,0
2023-03-17,Mixer 11,508,35,24.0,Sensor,0
2023-03-18,Mixer 11,509,36,20.16,Sensor,0
2023-03-19,Mixer 11,510,37,15.5,Sensor,0
2023-03-20,Mixer 11,511,38,14.71,Sensor,0
2023-03-21,Mixer 11,512,39,20.73,Sensor,0
2023-03-22,Mixer 11,513,40,22.37,Sensor,0
2023-03-23,Mixer 11,514,41,13.77,Sensor,0
2023-03-24,Mixer 11,515,42,17.37,Sensor,0
2023-03-25,Mixer 11,516,43,18.17,Sensor,0
2023-03-26,Mixer 11,517,44,18.2,Sensor,0
2023-03-27,Mixer 11,518,45,18.95,Sensor,0
2023-03-28,Mixer 11,519,46,16.98,Sensor,0
2023-03-29,Mixer 11,520,47,17.66,Sensor,0
2023-03-30,Mixer 11,521,48,17.88,Sensor,0
2023-03-31,Mixer 11,522,49,13.57,Sensor,0
2023-04-01,Mixer 11,523,50,24.0,Sensor,0
2023-04-02,Mixer 11,524,51,20.98,Sensor,0
2023-04-03,Mixer 11,525,52,22.12,Sensor,0
2023-04-04,Mixer 11,526,53,19.11,Sensor,0
2023-04-05,Mixer 11,527,54,24.0,Sensor,0
2023-04-06,Mixer 11,528,55,8.32,Sensor,0
2023-04-07,Mixer 11,529,56,18.33,Sensor,0
2023-04-08,Mixer 11,530,57,14.6,Sensor,0
2023-04-09,Mixer 11,531,58,18.64,Sensor,0
2023-04-10,Mixer 11,532,59,24.0,Sensor,0
2023-04-11,Mixer 11,533,60,20.63,Sensor,0
2023-04-12,Mixer 11,534,61,17.92,Sensor,0
2023-04-13,Mixer 11,535,62,24.0,Sensor,0
2023-04-14,Mixer 11,536,63,21.7,Sensor,1
2023-04-15,Mixer 11,537,64,20.18,Sensor,1
2023-04-16,Mixer 11,538,65,20.07,Sensor,1
2023-04-17,Mixer 11,539,66,21.43,Sensor,1
2023-04-18,Mixer 11,540,67,15.81,Sensor,1
2023-04-19,Mixer 11,541,68,15.33,Sensor,1
2023-04-20,Mixer 11,542,69,14.24,Sensor,1
2023-04-21,Mixer 11,543,70,15.97,Sensor,0
2023-04-22,Mixer 11,544,0,15.62,Sensor,0
2023-04-23,Mixer 11,545,1,20.92,Sensor,0
2023-04-24,Mixer 11,546,2,19.67,Sensor,0
2023-04-25,Mixer 11,547,3,20.16,Sensor,0
2023-04-26,Mixer 11,548,4,14.16,Sensor,0
2023-04-27,Mixer 11,549,5,16.05,Sensor,0
2023-04-28,Mixer 11,550,6,22.15,Sensor,0
2023-04-29,Mixer 11,551,7,17.41,Sensor,0
2023-04-30,Mixer 11,552,8,18.71,Sensor,0
2023-05-01,Mixer 11,553,9,19.34,Sensor,0
2023-05-02,Mixer 11,554,10,24.0,Sensor,0
2023-05-03,Mixer 11,555,11,20.71,Sensor,0
2023-05-04,Mixer 11,556,12,18.42,Sensor,0
2023-05-05,Mixer 11,557,13,12.44,Sensor,0
2023-05-06,Mixer 11,558,14,8.46,Sensor,0
2023-05-07,Mixer 11,559,15,18.57,Sensor,0
2023-05-08,Mixer 11,560,16,15.84,Sensor,0
2023-05-09,Mixer 11,561,17,16.96,Sensor,0
2023-05-10,Mixer 11,562,18,15.67,Sensor,0
2023-05-11,Mixer 11,563,19,19.09,Sensor,0
2023-05-12,Mixer 11,564,20,22.63,Sensor,0
2023-05-13,Mixer 11,565,21,20.58,Sensor,0
2023-05-14,Mixer 11,566,22,11.58,Sensor,0
2023-05-15,Mixer 11,567,23,16.1,Sensor,0
2023-05-16,Mixer 11,568,24,15.86,Sensor,0
2023-05-17,Mixer 11,569,25,20.76,Sensor,0
2023-05-18,Mixer 11,570,26,14.13,Sensor,0
2023-05-19,Mixer 11,571,27,18.68,Sensor,0
2023-05-20,Mixer 11,572,28,16.49,Sensor,0
2023-05-21,Mixer 11,573,29,16.3,Sensor,0
2023-05-22,Mixer 11,574,30,17.36,Sensor,0
2023-05-23,Mixer 11,575,31,14.17,Sensor,0
2023-05-24,Mixer 11,576,32,18.53,Sensor,0
2023-05-25,Mixer 11,577,33,19.23,Sensor,0
2023-05-26,Mixer 11,578,34,16.45,Sensor,0
2023-05-27,Mixer 11,579,35,12.84,Sensor,0
2023-05-28,Mixer 11,580,36,22.42,Sensor,0
2023-05-29,Mixer 11,581,37,20.06,Sensor,1
2023-05-30,Mixer 11,582,38,15.79,Sensor,1
2023-05-31,Mixer 11,583,39,23.19,Sensor,1
2023-06-01,Mixer 11,584,40,15.56,Sensor,1
2023-06-02,Mixer 11,585,41,17.3,Sensor,1
2023-06-03,Mixer 11,586,42,24.0,Sensor,1
2023-06-04,Mixer 11,587,43,19.66,Sensor,1
2023-06-05,Mixer 11,588,44,18.38,Sensor,0
2023-06-06,Mixer 11,589,0,24.0,Hydraulic Pump,0
2023-06-07,Mixer 11,590,1,21.37,Hydraulic Pump,0
2023-06-08,Mixer 11,591,2,19.81,Hydraulic Pump,0
2023-06-09,Mixer 11,592,3,16.37,Hydraulic Pump,0
2023-06-10,Mixer 11,593,4,12.44,Hydraulic Pump,0
